Rank,Player,Nation,Primary_Positions,Secondary_Position,Competion,Age,Born,MP,Starts,Minutes,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
417,Fermin López,fr FRA,Forward,Midfielder, Ligue 1,33,1990,30,14,1477,16.4,2,2,4,2,0,0,0,0,5.2,5.2,3.3,8.5,72,106,160,0.12,0.12,0.24,0.12,0.24,0.32,0.2,0.52,0.32,0.52
2266,Adam Masina,de GER,MiDefenderielder,Forward,Bundliga,21,2002,24,17,1477,16.4,2,4,6,2,0,0,3,1,2,2,2.5,4.5,44,38,87,0.12,0.24,0.37,0.12,0.37,0.12,0.15,0.28,0.12,0.28
1614,Keane Lewis-Potter,es ESP,Forward,,La Liga,22,2001,16,2,276,3.1,1,1,2,0,1,1,0,0,1.8,1.2,0.9,2,2,6,13,0.33,0.33,0.65,0,0.33,0.6,0.28,0.88,0.39,0.67
1615,Oliver Norwood,es ESP,Midfielder,Forward,La Liga,35,1987,3,0,14,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.18,0.18,0,0.18
2066,Han-Noah Massengo,es ESP,MiDefenderielder,Forward, La Liga,20,2002,24,16,1476,16.4,4,2,6,4,0,0,3,0,3.1,3.1,4.2,7.3,41,136,81,0.24,0.12,0.37,0.24,0.37,0.19,0.25,0.44,0.19,0.44
337,Roberto Massimo,fr FRA,MiDefenderielder,, Serie A,19,2003,25,14,1475,16.4,1,1,2,1,0,0,9,0,0.9,0.9,0.3,1.2,31,43,13,0.06,0.06,0.12,0.06,0.12,0.06,0.02,0.08,0.06,0.08
1618,Daniel Muñoz,do DOM,Forward,Midfielder,La Liga,29,1993,9,2,244,2.7,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.3,3,6,17,0,0,0,0,0,0.45,0.02,0.48,0.45,0.48
1619,Willy Boly,hr CRO,Forward,,Serie A,28,1995,10,1,287,3.2,1,0,1,1,0,0,0,1,0.9,0.9,0.5,1.3,2,4,30,0.31,0,0.31,0.31,0.31,0.27,0.15,0.42,0.27,0.42
1795,Eliot Matazo,it ITA,Defender,, Serie A,21,2001,24,16,1469,16.3,2,2,4,2,0,0,1,0,1.1,1.1,0.4,1.5,4,47,18,0.12,0.12,0.25,0.12,0.25,0.07,0.02,0.09,0.07,0.09
1215,Frank Magri,sn SEN,Defender,, Ligue 1,23,1999,22,16,1466,16.3,1,2,3,1,0,0,0,0,1.3,1.3,1.8,3.1,44,56,133,0.06,0.12,0.18,0.06,0.18,0.08,0.11,0.19,0.08,0.19
1622,Lukas Klostermann,es ESP,GK,,La Liga,33,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,Robert Sánchez,kr KOR,Forward,Midfielder, Ligue 1,22,2001,23,18,1464,16.3,3,4,7,3,0,0,2,0,1.5,1.5,2.3,3.7,50,103,150,0.18,0.25,0.43,0.18,0.43,0.09,0.14,0.23,0.09,0.23
1361,Ainsley Maitland-Niles,cf CTA,MiDefenderielder,, Ligue 1,30,1993,26,15,1463,16.3,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,7,93,25,0,0,0,0,0,0.02,0.03,0.06,0.02,0.06
125,Alex Matos,mx MEX,Defender,, La Liga,21,2001,25,15,1462,16.2,1,0,1,1,0,0,5,0,0.7,0.7,1.2,1.9,23,74,47,0.06,0,0.06,0.06,0.06,0.04,0.07,0.11,0.04,0.11
1626,Kevin Paredes,br BRA,Forward,Midfielder,Ligue 1,20,2003,7,1,154,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1,2,4,11,0,0,0,0,0,0.15,0.43,0.58,0.15,0.58
1899,Chrislain Matsima,sn SEN,Defender,, Premier League,27,1996,21,15,1460,16.2,1,0,1,1,0,0,5,1,1.1,1.1,0.1,1.2,13,39,6,0.06,0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08
1628,Jean Mattéo Bahoya,es ESP,GK,,La Liga,21,2001,2,1,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,Remi Matthews,ch SUI,MiDefenderielder,, La Liga,26,1997,24,18,1460,16.2,1,1,2,1,0,0,6,0,1.5,1.5,0.8,2.3,25,73,45,0.06,0.06,0.12,0.06,0.12,0.09,0.05,0.14,0.09,0.14
2599,Alan Matturro,eng ENG,Defender,, Premier League,27,1995,23,15,1459,16.2,1,3,4,1,0,0,3,0,1.6,1.6,1.5,3.2,10,42,34,0.06,0.19,0.25,0.06,0.25,0.1,0.1,0.2,0.1,0.2
451,Domenico Berardi,fr FRA,MiDefenderielder,, La Liga,35,1988,32,15,1455,16.2,1,1,2,1,0,0,8,0,1,1,0.6,1.6,24,80,38,0.06,0.06,0.12,0.06,0.12,0.06,0.04,0.1,0.06,0.1
1632,Sebastiaan Bornauw,fr FRA,Forward,,Premier League,27,1995,13,5,448,5,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.5,6,12,36,0.2,0,0.2,0.2,0.2,0.25,0.05,0.29,0.25,0.29
2536,Cyril Ngonge,gn GUI,Defender,Forward, Ligue 1,29,1994,19,17,1455,16.2,1,2,3,1,0,0,3,0,1.4,1.4,1.7,3.1,29,43,51,0.06,0.12,0.19,0.06,0.19,0.09,0.11,0.19,0.09,0.19
1555,Neal Maupay,es ESP,Defender,, La Liga,26,1997,22,17,1454,16.2,1,2,3,1,0,0,3,1,0.8,0.8,0.9,1.7,38,41,68,0.06,0.12,0.19,0.06,0.19,0.05,0.05,0.1,0.05,0.1
1635,Aïman Maurer,es ESP,Defender,,La Liga,17,2006,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,Iddrisu Baba,it ITA,Defender,, Serie A,22,2000,21,16,1454,16.2,0,1,1,0,0,0,4,0,0.9,0.9,2.4,3.3,50,78,64,0,0.06,0.06,0,0.06,0.06,0.15,0.2,0.06,0.2
1637,Ander Barrenetxea,es ESP,Midfielder,,La Liga,19,2004,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
841,Ivan Rakitić,fr FRA,MiDefenderielder,Forward, Ligue 1,25,1998,17,16,1453,16.1,5,1,6,5,0,0,1,0,2.8,2.8,1.7,4.5,68,102,78,0.31,0.06,0.37,0.31,0.37,0.17,0.1,0.28,0.17,0.28
1639,Issa Diop,it ITA,GK,,Serie A,17,2006,1,1,90,1,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,,,
2374,César Azpilicueta,it ITA,Forward,, Serie A,24,1999,29,17,1453,16.1,12,6,18,12,0,0,1,0,6.5,6.5,3.9,10.5,22,41,167,0.74,0.37,1.11,0.74,1.11,0.4,0.24,0.65,0.4,0.65
2806,Noam Mayoka-Tika,fr FRA,Defender,,Bundliga,24,1999,19,16,1453,16.1,1,0,1,1,0,0,1,0,1,1,0.3,1.3,2,75,3,0.06,0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08
2338,Kiké,es ESP,MiDefenderielder,, La Liga,26,1997,29,21,1452,16.1,3,1,4,3,0,0,3,0,2.5,2.5,0.8,3.3,35,57,61,0.19,0.06,0.25,0.19,0.25,0.16,0.05,0.21,0.16,0.21
1854,Senny Mayulu,fr FRA,MiDefenderielder,Forward, Ligue 1,20,2003,22,17,1450,16.1,1,1,2,1,0,0,3,0,1.4,1.4,0.8,2.2,28,56,37,0.06,0.06,0.12,0.06,0.12,0.09,0.05,0.14,0.09,0.14
2610,Youssef Maziz,eng ENG,Forward,, Premier League,27,1996,17,16,1450,16.1,4,2,6,4,0,0,5,0,6,6,1.5,7.4,23,40,98,0.25,0.12,0.37,0.25,0.37,0.37,0.09,0.46,0.37,0.46
1967,Bobby Reid,es ESP,MiDefenderielder,,Bundliga,25,1998,21,17,1449,16.1,4,5,9,4,0,0,0,0,3.3,3.3,5.4,8.8,60,68,111,0.25,0.31,0.56,0.25,0.56,0.21,0.34,0.55,0.21,0.55
1646,Jordan Pefok,es ESP,GK,,La Liga,33,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2153,Elijah Adebayo,es ESP,MiDefenderielder,Defender, La Liga,22,2001,26,16,1449,16.1,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1,23,87,30,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06
267,Pasquale Mazzocchi,fr FRA,Defender,, Ligue 1,18,2005,23,16,1448,16.1,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,16,60,37,0,0.06,0.06,0,0.06,0.03,0.02,0.06,0.03,0.06
2364,Gonçalo Ramos,sn SEN,Forward,Midfielder, Ligue 1,25,1998,23,15,1447,16.1,3,4,7,3,0,0,1,0,3.2,3.2,2.5,5.7,49,36,152,0.19,0.25,0.44,0.19,0.44,0.2,0.15,0.35,0.2,0.35
1509,Noah Mbamba,es ESP,MiDefenderielder,Forward, La Liga,20,2003,31,14,1446,16.1,8,0,8,8,0,0,2,0,7.5,7.5,1.1,8.6,42,76,93,0.5,0,0.5,0.5,0.5,0.47,0.07,0.54,0.47,0.54
1651,Ethan Mbappé,ma MAR,Defender,,Serie A,29,1994,4,1,64,0.7,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,0,1,3,0,0,0,0,0,0.08,0,0.08,0.08,0.08
1476,Lucas Vázquez,eng ENG,Forward,Defender, Premier League,22,2001,30,15,1441,16,3,1,4,3,0,0,0,0,6.3,6.3,1.7,8,56,32,135,0.19,0.06,0.25,0.19,0.25,0.39,0.11,0.5,0.39,0.5
1918,Malick Mbaye,nir NIR,MiDefenderielder,, Premier League,32,1991,27,16,1440,16,1,0,1,0,1,1,8,0,1.1,0.3,0.6,0.9,3,73,10,0.06,0,0.06,0,0,0.07,0.04,0.11,0.02,0.06
1654,Mamadou Mbaye,fr FRA,Midfielder,Defender,Premier League,22,2001,3,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1655,Iglesias,de GER,Forward,Defender,de Bundesliga,22,2000,5,0,84,0.9,0,0,0,0,0,0,1,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0.04,0.04,0,0.04
2406,Nolan Mbemba,be BEL,GoalKeeper,, Premier League,31,1992,16,16,1440,16,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,Yacine Adli,co COL,Defender,Midfielder, Premier League,27,1996,16,16,1439,16,0,4,4,0,0,0,4,0,1.2,1.2,2.4,3.7,25,38,80,0,0.25,0.25,0,0.25,0.08,0.15,0.23,0.08,0.23
334,Christ Mbondi,ci CIV,Defender,, Premier League,32,1991,20,18,1438,16,2,1,3,2,0,0,3,1,1.5,1.5,1.3,2.8,4,32,3,0.13,0.06,0.19,0.13,0.19,0.09,0.08,0.18,0.09,0.18
1659,Jordi Mboula,be BEL,Midfielder,,Ligue 1,21,2002,6,0,102,1.1,0,1,1,0,0,0,2,0,0.1,0.1,1,1.1,2,10,2,0,0.88,0.88,0,0.88,0.07,0.91,0.98,0.07,0.98
1563,Nathanael Mbuku,cm CMR,Forward,Midfielder, Ligue 1,23,1999,29,14,1438,16,5,2,7,5,0,0,5,0,3.1,3.1,1.6,4.7,31,34,121,0.31,0.13,0.44,0.31,0.44,0.19,0.1,0.29,0.19,0.29
1345,Arne Engels,de GER,Defender,,Bundliga,27,1996,25,16,1436,16,1,0,1,1,0,0,3,0,0.7,0.7,0.4,1.1,14,90,13,0.06,0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07
2342,Abner,es ESP,GoalKeeper,, Premier League,25,1997,16,16,1433,15.9,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1573,James McConnell,eng ENG,Defender,Midfielder, Ligue 1,25,1997,23,16,1432,15.9,1,4,5,0,1,1,1,1,3,2.2,2.1,4.2,26,76,82,0.06,0.25,0.31,0,0.25,0.19,0.13,0.32,0.14,0.27
1664,Philip Billing,eng ENG,Midfielder,,Premier League,18,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,Scott McKenna,us USA,Forward,Midfielder,Bundliga,20,2003,28,15,1432,15.9,3,0,3,3,0,0,4,0,3,3,1.4,4.3,34,50,112,0.19,0,0.19,0.19,0.19,0.19,0.09,0.27,0.19,0.27
1666,Fran Garcia,fr FRA,Defender,,Ligue 1,21,2002,6,3,298,3.3,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,5,31,5,0,0.3,0.3,0,0.3,0.04,0.02,0.06,0.04,0.06
1667,Gabriel Paulista,fr FRA,Midfielder,Forward,de Bundesliga,18,2005,8,1,177,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,6,3,22,0,0,0,0,0,0,0.03,0.03,0,0.03
1668,Moussa Diarra,eng ENG,GK,,Premier League,29,1994,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,Raúl Jiménez,uy URU,Defender,,Serie A,18,2004,6,1,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,4,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06
284,Jonny Evans,it ITA,Forward,, Serie A,28,1994,17,17,1431,15.9,9,3,12,4,5,5,6,0,6.5,2.6,3,5.6,38,83,123,0.57,0.19,0.75,0.25,0.44,0.41,0.19,0.6,0.16,0.35
346,Matthijs de Ligt,be BEL,Defender,,Bundliga,24,1999,20,16,1431,15.9,0,0,0,0,0,0,5,0,0.8,0.8,0.4,1.2,2,41,2,0,0,0,0,0,0.05,0.03,0.07,0.05,0.07
1896,Mohamed Lamine Bayo,be BEL,Forward,Midfielder, Serie A,23,2000,19,17,1431,15.9,6,2,8,6,0,0,4,0,4.2,3.4,1.7,5.1,53,44,117,0.38,0.13,0.5,0.38,0.5,0.27,0.11,0.37,0.21,0.32
1673,Bamo Meïté,fr FRA,Forward,,Premier League,26,1996,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,6,0,0,0,0,0,1.16,0.05,1.22,1.16,1.22
1674,Hannibal Mejbri,ma MAR,Midfielder,Forward,Ligue 1,18,2004,5,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,2,8,0,0,0,0,0,0.2,0,0.2,0.2,0.2
174,Christopher Wooh,gh GHA,MiDefenderielder,, La Liga,27,1996,25,14,1430,15.9,0,0,0,0,0,0,5,0,0.7,0.7,0.6,1.3,1,60,5,0,0,0,0,0,0.05,0.04,0.08,0.05,0.08
225,Niklas Dorsch,es ESP,Forward,Midfielder, La Liga,21,2001,29,20,1427,15.9,4,1,5,4,0,0,1,0,3.5,3.5,1.3,4.8,56,39,163,0.25,0.06,0.32,0.25,0.32,0.22,0.08,0.3,0.22,0.3
2180,Birger Meling,hr CRO,MiDefenderielder,, La Liga,35,1988,18,16,1425,15.8,2,1,3,2,0,0,6,0,1.3,1.3,3,4.3,24,127,52,0.13,0.06,0.19,0.13,0.19,0.08,0.19,0.27,0.08,0.27
723,Azor Matusiwa,fr FRA,Defender,, Premier League,26,1997,18,16,1424,15.8,0,0,0,0,0,0,4,1,0.3,0.3,0,0.3,11,66,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02
170,Nathan N'Goumou,es ESP,Defender,, La Liga,33,1989,25,14,1423,15.8,0,2,2,0,0,0,4,0,0.6,0.6,2.4,3,39,77,39,0,0.13,0.13,0,0.13,0.04,0.15,0.19,0.04,0.19
1680,Houboulang Mendes,be BEL,Midfielder,,Ligue 1,19,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,Nuno Mendes,es ESP,Forward,Midfielder, La Liga,33,1989,33,15,1423,15.8,3,2,5,3,0,1,3,0,7.7,6.9,2,8.9,18,32,97,0.19,0.13,0.32,0.19,0.32,0.49,0.13,0.61,0.44,0.56
1682,Tomás Mendes,fr FRA,Forward,Midfielder,Ligue 1,17,2006,8,3,324,3.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,4,11,38,0,0.28,0.28,0,0.28,0.04,0.13,0.17,0.04,0.17
1683,Falaye Sacko,fr FRA,Forward,Midfielder,Ligue 1,25,1998,2,2,124,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,6,2,0.73,0,0.73,0.73,0.73,0.08,0.04,0.12,0.08,0.12
2210,Keito Nakamura,jm JAM,Forward,, Premier League,30,1993,33,17,1423,15.8,6,2,8,6,0,0,4,0,4.6,4.6,1.8,6.4,35,47,95,0.38,0.13,0.51,0.38,0.51,0.28,0.11,0.4,0.28,0.4
2069,Diego Méndez,us USA,Forward,,Bundliga,27,1996,25,18,1420,15.8,5,3,8,5,0,0,2,0,6.5,6.5,2.5,8.9,5,22,73,0.32,0.19,0.51,0.32,0.51,0.41,0.16,0.57,0.41,0.57
24,Leonardo Mendicino,eng ENG,Forward,, Premier League,25,1998,27,16,1419,15.8,10,0,10,10,0,0,1,0,5.9,5.9,0.7,6.6,16,23,110,0.63,0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42
1687,Antoine Mendy,it ITA,Defender,,Serie A,28,1995,10,4,428,4.8,0,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,14,24,22,0,0.21,0.21,0,0.21,0.03,0.04,0.08,0.03,0.08
2186,Óscar Trejo,pt POR,Forward,, Ligue 1,22,2001,29,16,1419,15.8,11,1,12,10,1,1,1,0,10.9,10.2,2.4,12.5,11,29,88,0.7,0.06,0.76,0.63,0.7,0.69,0.15,0.84,0.64,0.79
1689,Cheikh Tidiane Sabaly,be BEL,Midfielder,,de Bundesliga,18,2005,3,0,16,0.2,0,1,1,0,0,0,0,0,0,0,0.6,0.6,1,2,1,0,5.63,5.63,0,5.63,0.14,3.16,3.3,0.14,3.3
1690,Mërgim Vojvoda,fr FRA,Midfielder,Defender,Ligue 1,16,2006,3,0,48,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,1,4,0,0,0,0,0,0.27,0,0.27,0.27,0.27
2681,Alejandro Balde,es ESP,Defender,, La Liga,32,1991,29,14,1419,15.8,3,6,9,3,0,0,0,0,1.2,1.1,3.8,4.8,28,58,160,0.19,0.38,0.57,0.19,0.57,0.07,0.24,0.31,0.07,0.31
1692,Mohamed Kaba,sn SEN,Midfielder,Forward,Ligue 1,19,2004,5,1,153,1.7,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,8,1,20,0,0,0,0,0,0.26,0.11,0.37,0.26,0.37
1693,Roberto Piccoli,sn SEN,Defender,,La Liga,25,1998,4,2,288,3.2,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,0,4,0,0,0,0,0,0,0.11,0,0.11,0.11,0.11
1177,Sven Botman,es ESP,Defender,Forward, La Liga,25,1998,23,16,1412,15.7,0,2,2,0,0,0,4,0,0.6,0.6,0.7,1.3,16,43,48,0,0.13,0.13,0,0.13,0.04,0.04,0.08,0.04,0.08
1695,Angelo Fulgini,cg CGO,Midfielder,,Ligue 1,28,1995,6,0,22,0.2,1,0,1,1,0,0,0,0,0,0,0,0,0,5,1,4.09,0,4.09,4.09,4.09,0.17,0,0.17,0.17,0.17
29,Aarón Martín,fr FRA,MiDefenderielder,, Serie A,23,2000,24,17,1407,15.6,1,2,3,1,0,0,3,0,0.3,0.3,2.2,2.5,30,125,26,0.06,0.13,0.19,0.06,0.19,0.02,0.14,0.16,0.02,0.16
1697,Raphaël Varane,fr FRA,Forward,,Ligue 1,18,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1698,Saúl Ñíguez,es ESP,Forward,Midfielder,Serie A,24,1999,11,5,307,3.4,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,10,4,22,0,0.29,0.29,0,0.29,0.06,0.11,0.17,0.06,0.17
1699,Oscar Vilhelmsson,fr FRA,Forward,,de Bundesliga,21,2002,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,1,1,4,0,0,0,0,0,0.56,0.69,1.25,0.56,1.25
821,Bastien Meupiyou,be BEL,MiDefenderielder,Defender,Bundliga,19,2003,32,13,1405,15.6,3,2,5,3,0,0,1,1,1.8,1.8,1.2,3,23,52,62,0.19,0.13,0.32,0.19,0.32,0.12,0.08,0.19,0.12,0.19
1701,Alex Král,eng ENG,Midfielder,,Premier League,20,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Omenuke Mfulu,br BRA,Defender,, La Liga,23,2000,23,15,1400,15.6,0,1,1,0,0,0,3,0,0.1,0.1,1,1.1,14,33,58,0,0.06,0.06,0,0.06,0.01,0.06,0.07,0.01,0.07
1703,Lucas Michal,eng ENG,Midfielder,,Premier League,18,2004,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
308,Reda Khadra,dk DEN,MiDefenderielder,, Premier League,27,1996,29,13,1398,15.5,2,2,4,2,0,0,3,1,2.5,2.5,3.2,5.7,22,53,63,0.13,0.13,0.26,0.13,0.26,0.16,0.21,0.36,0.16,0.36
1705,Miguel,sct SCO,Defender,,Premier League,26,1996,5,5,416,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,10,0,0,0,0,0,0,0.05,0.04,0.08,0.05,0.08
944,Raphinha,es ESP,Defender,, La Liga,23,1999,25,15,1398,15.5,1,5,6,1,0,0,2,0,0.5,0.5,2.4,3,53,60,139,0.06,0.32,0.39,0.06,0.39,0.03,0.16,0.19,0.03,0.19
2054,Evan Ferguson,br BRA,Defender,, La Liga,32,1990,18,16,1398,15.5,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.6,2,33,2,0,0,0,0,0,0.02,0.01,0.04,0.02,0.04
701,Ben Osborn,ml MLI,Defender,, Ligue 1,22,2000,22,15,1397,15.5,1,2,3,1,0,0,5,0,0.5,0.5,1.1,1.6,18,70,12,0.06,0.13,0.19,0.06,0.19,0.03,0.07,0.1,0.03,0.1
1235,Olivier Deman,mx MEX,Forward,, Premier League,32,1991,24,18,1395,15.5,7,0,7,7,0,0,3,1,5.2,5.2,1.5,6.6,11,24,87,0.45,0,0.45,0.45,0.45,0.33,0.1,0.43,0.33,0.43
833,Facundo Buonanotte,nir NIR,Defender,, Premier League,35,1988,23,15,1392,15.5,0,1,1,0,0,0,2,0,0.1,0.1,1.2,1.2,7,37,1,0,0.06,0.06,0,0.06,0,0.08,0.08,0,0.08
1478,Klaus Gjasula,nl NED,Defender,,Bundliga,23,1999,22,16,1390,15.4,2,0,2,2,0,0,5,0,1.7,1.7,0.1,1.9,16,98,6,0.13,0,0.13,0.13,0.13,0.11,0.01,0.12,0.11,0.12
1424,Kevin Kampl,gn GUI,Forward,, Ligue 1,25,1998,22,16,1389,15.4,5,1,6,3,2,2,4,0,7.2,5.7,0.6,6.2,18,20,115,0.32,0.06,0.39,0.19,0.26,0.47,0.04,0.51,0.37,0.4
1713,Danilo Cataldi,ci CIV,Defender,,Ligue 1,21,2001,2,2,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1714,Ludovic Ajorque,tn TUN,Midfielder,Forward,Premier League,20,2003,5,1,133,1.5,1,0,1,1,0,0,1,0,0,0,0.4,0.4,2,6,10,0.68,0,0.68,0.68,0.68,0.02,0.25,0.27,0.02,0.27
1715,Jovan Milošević,tn TUN,Midfielder,,La Liga,20,2003,6,1,104,1.2,0,0,0,0,0,0,2,0,0,0,0.5,0.5,1,5,6,0,0,0,0,0,0.01,0.39,0.4,0.01,0.4
2787,Marko Milovanović,cm CMR,Defender,, Ligue 1,21,2001,18,15,1388,15.4,1,0,1,1,0,0,3,1,1.3,1.3,0.7,2,8,61,4,0.06,0,0.06,0.06,0.06,0.09,0.04,0.13,0.09,0.13
753,Lorenzo Colombo,de GER,MiDefenderielder,,Bundliga,25,1998,21,16,1386,15.4,0,0,0,0,0,0,5,0,0.7,0.7,0.1,0.8,12,47,12,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05
1718,Yerry Mina,no NOR,Defender,,Ligue 1,28,1994,1,0,16,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0.8,0,0.8,0.8,0.8
1670,Roger Martí,nl NED,MiDefenderielder,, Ligue 1,25,1998,16,16,1385,15.4,1,0,1,1,0,0,3,0,0.7,0.7,0.7,1.3,12,78,12,0.06,0,0.06,0.06,0.06,0.04,0.04,0.09,0.04,0.09
1860,Federico Fazio,fr FRA,Forward,Midfielder,Bundliga,23,2000,32,14,1385,15.4,5,2,7,5,0,0,1,0,3.8,3.8,1.7,5.5,52,47,150,0.32,0.13,0.45,0.32,0.45,0.24,0.11,0.35,0.24,0.35
1721,Raúl,gw GNB,Defender,,La Liga,25,1998,7,4,396,4.4,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,0,0,0,0,0,0,0.01,0.01,0,0.01
1722,Tyrone Mings,pt POR,Defender,,Ligue 1,21,2002,6,2,267,3,1,1,2,1,0,0,3,0,0.3,0.3,0.4,0.7,12,21,25,0.34,0.34,0.67,0.34,0.67,0.11,0.14,0.25,0.11,0.25
1723,Harvey Elliott,es ESP,Midfielder,,La Liga,18,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2306,Amir Richardson,ml MLI,Defender,, Ligue 1,28,1995,19,15,1382,15.4,0,1,1,0,0,0,0,0,0,0,0.4,0.5,38,63,42,0,0.07,0.07,0,0.07,0,0.03,0.03,0,0.03
1866,Rafa Mir,jp JPN,Forward,Midfielder, Ligue 1,23,2000,25,17,1381,15.3,4,1,5,4,0,0,1,0,3.2,3.2,1.3,4.5,48,56,141,0.26,0.07,0.33,0.26,0.33,0.21,0.09,0.29,0.21,0.29
1726,Ignacio Miramon,es ESP,Midfielder,,La Liga,19,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1727,Jeffrey Schlupp,it ITA,Midfielder,,Serie A,17,2006,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,Marius Bülter,fr FRA,Defender,,Ligue 1,19,2004,10,4,418,4.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,3,12,6,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1
2635,Kevin Miranda,ar ARG,Forward,Midfielder, La Liga,35,1988,31,19,1380,15.3,0,0,0,0,0,0,4,1,0.9,0.9,1.3,2.2,28,124,81,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14
2591,Antonio Mirante,sn SEN,Forward,Midfielder, Ligue 1,24,1999,29,17,1379,15.3,3,1,4,3,0,0,4,0,2.7,2.7,1.2,3.8,37,36,75,0.2,0.07,0.26,0.2,0.26,0.17,0.08,0.25,0.17,0.25
