Rank,Player,Nation,Primary_Positions,Secondary_Position,Competion,Age,Born,MP,Starts,Minutes,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90
2244,Florian Wirtz,ar ARG,MiDefenderielder,, La Liga,26,1997,33,29,2381,26.5,0,5,5,0,0,0,11,0,1,1,2.5,3.5,31,128,37,0,0.19,0.19,0,0.19,0.04,0.1,0.13,0.04,0.13
668,Jan Paul van Hecke,it ITA,Defender,,Serie A,19,2004,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
661,Mattia Destro,be BEL,Defender,, Serie A,21,2002,29,26,2380,26.4,0,1,1,0,0,0,8,1,0.8,0.8,1,1.8,21,76,15,0,0.04,0.04,0,0.04,0.03,0.04,0.07,0.03,0.07
670,Samuele Di Benedetto,eng ENG,Midfielder,Forward,Ligue 1,20,2003,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
2262,Federico Di Francesco,br BRA,Forward,, La Liga,22,2001,34,28,2380,26.4,10,5,15,10,0,1,2,0,11.7,10.9,4,14.9,159,90,301,0.38,0.19,0.57,0.38,0.57,0.44,0.15,0.59,0.41,0.56
86,Raffaele Di Gennaro,mx MEX,MiDefenderielder,, Premier League,25,1997,31,28,2377,26.4,1,1,2,1,0,0,11,0,1.3,1.3,0.6,1.9,20,91,26,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07
1392,Jake O'Brien,me MNE,Forward,, Serie A,23,2000,35,30,2373,26.4,7,1,8,6,1,3,4,1,11.6,9.2,3,12.3,32,52,126,0.27,0.04,0.3,0.23,0.27,0.44,0.11,0.55,0.35,0.46
674,Mattéo Guendouzi,de GER,Midfielder,,Serie A,31,1991,2,1,73,0.8,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
438,Alessandro Di Pardo,it ITA,Defender,Forward, Serie A,23,2000,34,28,2372,26.4,2,3,5,2,0,0,10,0,2.2,2.2,3.9,6,87,71,172,0.08,0.11,0.19,0.08,0.19,0.08,0.15,0.23,0.08,0.23
676,Gregor Kobel,be BEL,Midfielder,,Premier League,28,1995,8,1,119,1.3,1,0,1,1,0,0,0,0,0.7,0.7,0,0.7,0,3,2,0.76,0,0.76,0.76,0.76,0.56,0,0.56,0.56,0.56
677,Tiago Santos,be BEL,Midfielder,,Serie A,28,1995,3,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12
2325,Lamine Diack,rs SRB,MiDefenderielder,, Serie A,21,2002,34,28,2372,26.4,6,2,8,5,1,1,3,0,3.5,2.8,5.5,8.3,65,83,91,0.23,0.08,0.3,0.19,0.27,0.13,0.21,0.34,0.11,0.31
2777,Olivier Giroud,de GER,MiDefenderielder,,Bundliga,20,2003,32,26,2372,26.4,11,11,22,10,1,1,3,0,8.9,8.2,7.5,15.7,138,224,306,0.42,0.42,0.83,0.38,0.8,0.34,0.29,0.62,0.31,0.6
1111,Mamadou Diakhon,nl NED,Defender,, Premier League,23,2000,28,26,2369,26.3,0,0,0,0,0,0,4,0,1.2,1.2,0.9,2.1,25,147,7,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08
681,Maxence Lacroix,it ITA,Forward,Midfielder,Serie A,32,1991,15,3,366,4.1,0,0,0,0,0,0,2,0,1.2,1.2,0.3,1.5,4,4,19,0,0,0,0,0,0.29,0.08,0.37,0.29,0.37
682,Ibrahim Diakité,de GER,Midfielder,,de Bundesliga,18,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3
683,Moussa Diakité,it ITA,Forward,Midfielder,Serie A,29,1994,2,0,15,0.2,1,0,1,1,0,0,0,0,0.1,0.1,0,0.1,1,1,3,6,0,6,6,6,0.53,0,0.53,0.53,0.53
684,Roberto Gagliardini,it ITA,GK,,Serie A,29,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,Amad Diallo,ie IRL,Defender,, Ligue 1,22,2001,27,27,2369,26.3,4,2,6,4,0,0,4,1,3.6,3.6,1.1,4.7,15,68,2,0.15,0.08,0.23,0.15,0.23,0.14,0.04,0.18,0.14,0.18
1052,Amadou Diallo,fr FRA,MiDefenderielder,, Serie A,24,1999,33,27,2367,26.3,2,3,5,2,0,0,3,1,1.6,1.6,2.3,3.9,46,119,79,0.08,0.11,0.19,0.08,0.19,0.06,0.09,0.15,0.06,0.15
687,Matteo Politano,it ITA,Defender,Midfielder,Serie A,24,1999,15,2,359,4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,11,19,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07
1349,Gabriel Suazo,ch SUI,GoalKeeper,,Bundliga,25,1997,27,27,2365,26.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,Cristiano Biraghi,pt POR,Defender,, Ligue 1,21,2002,29,26,2365,26.3,1,2,3,1,0,0,6,0,1.4,1.4,2.3,3.6,89,105,137,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.14,0.05,0.14
690,Christoph Klarer,sn SEN,Midfielder,,Ligue 1,22,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,Riccardo Calafiori,fr FRA,Forward,, Serie A,36,1986,35,28,2363,26.3,15,8,23,11,4,5,1,1,14.2,10.2,4.7,14.9,9,28,95,0.57,0.3,0.88,0.42,0.72,0.54,0.18,0.72,0.39,0.57
692,Martin Valjent,fr FRA,Forward,Midfielder,Ligue 1,17,2005,11,1,209,2.3,0,0,0,0,0,0,0,0,0,0,0.2,0.3,11,1,16,0,0,0,0,0,0.01,0.1,0.11,0.01,0.11
1414,Mahamadou Diawara,fr FRA,Defender,,Bundliga,23,2000,28,27,2362,26.2,4,1,5,4,0,0,5,3,0.8,0.8,0.8,1.7,5,79,5,0.15,0.04,0.19,0.15,0.19,0.03,0.03,0.06,0.03,0.06
694,Franck Honorat,gn GUI,Defender,,Ligue 1,19,2003,5,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,7,7,9,0,0,0,0,0,0,0.16,0.16,0,0.16
695,Nahitan Nández,ml MLI,Midfielder,,La Liga,19,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,Víctor Díaz,it ITA,MiDefenderielder,Defender, Serie A,29,1994,33,29,2360,26.2,1,2,3,1,0,0,5,0,2.9,2.9,1.7,4.6,38,120,36,0.04,0.08,0.11,0.04,0.11,0.11,0.06,0.18,0.11,0.18
697,Famara Diedhiou,ci CIV,Forward,Midfielder,Premier League,21,2002,9,3,390,4.3,1,1,2,1,0,0,1,0,0.5,0.5,1.1,1.6,11,10,31,0.23,0.23,0.46,0.23,0.46,0.12,0.24,0.36,0.12,0.36
698,Justin Diehl,eng ENG,Midfielder,,Premier League,20,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,Hugo Magnetti,it ITA,Forward,, Serie A,29,1993,37,31,2360,26.2,8,7,15,6,2,3,2,1,7.1,4.8,6.6,11.4,113,164,216,0.31,0.27,0.57,0.23,0.5,0.27,0.25,0.52,0.18,0.43
2523,Eric Dier,cl CHI,Defender,, Ligue 1,25,1997,31,27,2357,26.2,0,4,4,0,0,0,5,0,0.7,0.7,3,3.7,44,114,166,0,0.15,0.15,0,0.15,0.03,0.12,0.14,0.03,0.14
309,Aimar Oroz,it ITA,Defender,, Serie A,30,1992,29,27,2356,26.2,2,5,7,2,0,1,8,0,1.6,0.8,3.6,4.4,55,129,109,0.08,0.19,0.27,0.08,0.27,0.06,0.14,0.2,0.03,0.17
1343,Guillaume Dietsch,at AUT,Defender,,Bundliga,23,2000,30,28,2354,26.2,2,2,4,2,0,0,9,0,1.2,1.2,0.9,2.1,9,64,11,0.08,0.08,0.15,0.08,0.15,0.05,0.04,0.08,0.05,0.08
425,Florian Dietz,it ITA,Defender,, Serie A,21,2002,30,26,2349,26.1,2,5,7,2,0,0,4,0,1.4,1.4,1.2,2.6,28,96,23,0.08,0.19,0.27,0.08,0.27,0.05,0.05,0.1,0.05,0.1
2666,Micky van de Ven,sk SVK,Defender,, La Liga,27,1995,28,28,2349,26.1,0,1,1,0,0,0,5,0,0.3,0.3,0.9,1.2,22,61,27,0,0.04,0.04,0,0.04,0.01,0.03,0.05,0.01,0.05
705,David García,fr FRA,Midfielder,,Ligue 1,18,2005,11,4,358,4,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.9,13,20,14,0,0,0,0,0,0.19,0.03,0.22,0.19,0.22
1158,Charlie Taylor,fr FRA,Defender,Forward,Bundliga,26,1996,32,28,2345,26.1,3,9,12,3,0,0,1,0,1.6,1.6,9.3,10.8,97,93,242,0.12,0.35,0.46,0.12,0.46,0.06,0.36,0.42,0.06,0.42
1867,Nicolas Höfler,uy URU,MiDefenderielder,Defender, Serie A,27,1995,33,29,2341,26,2,3,5,1,1,1,7,0,3.7,2.9,2.5,5.5,57,76,89,0.08,0.12,0.19,0.04,0.15,0.14,0.1,0.24,0.11,0.21
708,Rayan Aït-Nouri,es ESP,Defender,Midfielder,La Liga,35,1988,4,2,162,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
709,Joško Gvardiol,sn SEN,Forward,Midfielder,La Liga,30,1992,8,0,89,1,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.7,5,0,19,0,1.01,1.01,0,1.01,0.5,0.21,0.71,0.5,0.71
710,Edan Diop,de GER,Forward,Midfielder,de Bundesliga,18,2004,7,1,168,1.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6,2,17,0,0,0,0,0,0.12,0.1,0.23,0.12,0.23
1561,Vedat Muriqi,fr FRA,MiDefenderielder,, Ligue 1,25,1998,33,30,2340,26,2,0,2,2,0,0,6,0,2.4,2.4,1.8,4.3,36,101,61,0.08,0,0.08,0.08,0.08,0.09,0.07,0.16,0.09,0.16
712,Jens Stage,eng ENG,Defender,,Premier League,29,1994,4,1,201,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1992,Isco,es ESP,MiDefenderielder,, La Liga,21,2001,33,26,2339,26,2,1,3,1,1,1,3,0,3.5,2.8,1.6,4.4,52,103,126,0.08,0.04,0.12,0.04,0.08,0.14,0.06,0.2,0.11,0.17
714,Vincenzo Grifo,fr FRA,GK,,Ligue 1,22,2001,1,0,73,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,Marco Brescianini,de GER,Forward,Midfielder,de Bundesliga,24,1998,5,0,70,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0,0,8,0,0,0,0,0,0.34,0.12,0.46,0.34,0.46
2688,Tiago Djaló,nl NED,Defender,, Premier League,22,2001,27,27,2339,26,3,0,3,3,0,0,5,0,0.6,0.6,0,0.6,19,108,9,0.12,0,0.12,0.12,0.12,0.02,0,0.02,0.02,0.02
941,Chaim El Djebali,es ESP,Defender,, La Liga,29,1994,27,27,2334,25.9,0,1,1,0,0,0,5,0,1,1,1.3,2.2,21,133,4,0,0.04,0.04,0,0.04,0.04,0.05,0.09,0.04,0.09
2560,Anton Stach,eng ENG,Defender,, Premier League,29,1993,28,25,2331,25.9,1,1,2,1,0,0,8,0,0.2,0.2,1.2,1.5,36,82,81,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06
1147,Wissam Ben Yedder,de GER,MiDefenderielder,,Bundliga,33,1990,28,26,2330,25.9,1,1,2,1,0,0,10,1,0.7,0.7,0.4,1.1,14,94,15,0.04,0.04,0.08,0.04,0.08,0.03,0.02,0.04,0.03,0.04
45,Jude Bellingham,dz ALG,Defender,Midfielder, Premier League,22,2001,33,29,2329,25.9,2,1,3,2,0,0,7,0,3.3,3.3,2.4,5.6,67,99,99,0.08,0.04,0.12,0.08,0.12,0.13,0.09,0.22,0.13,0.22
1079,Vitinho,hr CRO,Defender,, Premier League,21,2002,28,26,2328,25.9,4,1,5,4,0,0,3,0,3.1,3.1,1.4,4.5,63,136,115,0.15,0.04,0.19,0.15,0.19,0.12,0.06,0.18,0.12,0.18
722,Ben Doak,fr FRA,Midfielder,Defender,Ligue 1,18,2004,10,0,163,1.8,0,0,0,0,0,0,3,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,0
1844,Abdel Abqar,xk KVX,Forward,, La Liga,29,1994,29,25,2327,25.9,7,2,9,6,1,3,5,0,10.4,8,2.6,10.6,20,40,134,0.27,0.08,0.35,0.23,0.31,0.4,0.1,0.5,0.31,0.41
2500,Lewis Dobbin,dk DEN,MiDefenderielder,,Bundliga,26,1996,30,26,2327,25.9,3,1,4,3,0,0,5,1,4.4,4.4,1.9,6.3,24,85,60,0.12,0.04,0.15,0.12,0.15,0.17,0.07,0.24,0.17,0.24
1195,Becir Omeragic,es ESP,MiDefenderielder,, La Liga,31,1992,29,28,2326,25.8,8,5,13,6,2,2,10,0,8.3,6.7,6.4,13.1,100,216,145,0.31,0.19,0.5,0.23,0.43,0.32,0.25,0.57,0.26,0.51
1037,Luis Alberto,it ITA,MiDefenderielder,Forward,Bundliga,30,1993,32,29,2325,25.8,8,8,16,2,6,6,3,0,7.7,3,8.2,11.2,54,115,148,0.31,0.31,0.62,0.08,0.39,0.3,0.32,0.62,0.12,0.43
383,Victor Bernth Kristiansen,it ITA,MiDefenderielder,, Serie A,23,2000,36,24,2321,25.8,4,2,6,4,0,0,1,0,2.3,2.3,1.6,3.9,46,70,100,0.16,0.08,0.23,0.16,0.23,0.09,0.06,0.15,0.09,0.15
728,Dušan Vlahović,pt POR,Defender,,Serie A,23,2000,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
729,Mattia Bani,tn TUN,Midfielder,,Ligue 1,19,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2498,Habib Diarra,de GER,MiDefenderielder,,Bundliga,24,1998,31,26,2321,25.8,2,3,5,2,0,0,4,0,1.7,1.7,3.5,5.2,49,143,46,0.08,0.12,0.19,0.08,0.19,0.07,0.13,0.2,0.07,0.2
274,Jeremy Doku,fr FRA,Forward,, Ligue 1,32,1990,32,26,2316,25.7,16,2,18,15,1,1,2,0,12.4,11.6,4.3,15.9,52,96,229,0.62,0.08,0.7,0.58,0.66,0.48,0.17,0.65,0.45,0.62
266,Jaume Doménech,eng ENG,MiDefenderielder,, La Liga,20,2003,28,27,2315,25.7,19,6,25,18,1,1,5,1,11.1,10.3,5.3,15.6,85,196,177,0.74,0.23,0.97,0.7,0.93,0.43,0.21,0.64,0.4,0.61
2722,Lucas Höler,br BRA,Defender,Midfielder, Premier League,24,1999,32,26,2314,25.7,0,2,2,0,0,0,1,0,1.6,1.6,1.3,2.9,59,66,110,0,0.08,0.08,0,0.08,0.06,0.05,0.11,0.06,0.11
734,Mario Dominguez,sct SCO,Forward,,Premier League,17,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Calvin Bassey,ma MAR,Defender,, La Liga,24,1999,27,27,2312,25.7,0,0,0,0,0,0,10,0,0.5,0.5,0.2,0.6,7,49,1,0,0,0,0,0,0.02,0.01,0.02,0.02,0.02
736,Nicolás Domínguez,eng ENG,Midfielder,,Premier League,20,2003,12,1,232,2.6,1,0,1,1,0,0,1,0,0.3,0.3,0.5,0.8,6,3,20,0.39,0,0.39,0.39,0.39,0.11,0.19,0.3,0.11,0.3
1970,Giulio Donati,ch SUI,Defender,Midfielder, Ligue 1,21,2002,28,26,2312,25.7,0,0,0,0,0,0,4,0,0.5,0.5,0.7,1.2,21,71,12,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
63,Jamie Donley,es ESP,MiDefenderielder,, Serie A,30,1992,33,29,2311,25.7,5,7,12,5,0,0,7,0,4.7,4.7,4.7,9.4,83,212,124,0.19,0.27,0.47,0.19,0.47,0.18,0.18,0.37,0.18,0.37
295,Samu Costa,dk DEN,Defender,, Serie A,20,2002,32,26,2307,25.6,0,3,3,0,0,0,4,0,0.3,0.3,2.4,2.6,23,123,74,0,0.12,0.12,0,0.12,0.01,0.09,0.1,0.01,0.1
2725,Omar Marmoush,rs SRB,Forward,, Serie A,23,2000,33,27,2307,25.6,16,4,20,14,2,4,8,1,16.6,13.3,2.3,15.6,36,46,174,0.62,0.16,0.78,0.55,0.7,0.65,0.09,0.74,0.52,0.61
210,Arthur Theate,it ITA,Defender,, Serie A,29,1993,27,27,2306,25.6,2,0,2,2,0,0,9,0,1.2,1.2,0.1,1.3,5,37,4,0.08,0,0.08,0.08,0.08,0.05,0,0.05,0.05,0.05
700,Saúl Coco,sn SEN,MiDefenderielder,Forward, Ligue 1,19,2004,31,28,2305,25.6,3,1,4,2,1,1,3,0,3.4,2.7,1.3,3.9,59,107,88,0.12,0.04,0.16,0.08,0.12,0.13,0.05,0.18,0.1,0.15
743,Florian Grillitsch,be BEL,Forward,,Ligue 1,21,2002,2,1,111,1.2,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,11,5,19,0.81,0,0.81,0.81,0.81,0.48,0.16,0.64,0.48,0.64
744,Ricard Sánchez,es ESP,GK,,La Liga,32,1990,2,1,79,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,Ayoze Pérez,de GER,Forward,Midfielder,Bundliga,29,1994,33,26,2305,25.6,7,2,9,6,1,2,7,0,8.6,7,2.1,9.1,24,49,153,0.27,0.08,0.35,0.23,0.31,0.34,0.08,0.42,0.27,0.36
746,Siriné Doucouré,es ESP,Forward,,La Liga,19,2004,3,0,25,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,1,1,0,0,0,0,0,0.59,0,0.59,0.59,0.59
233,Alexandre Lacazette,ng NGA,Defender,, Premier League,23,1999,29,25,2303,25.6,1,0,1,1,0,0,6,1,0.3,0.3,0,0.4,15,62,4,0.04,0,0.04,0.04,0.04,0.01,0,0.01,0.01,0.01
748,Hamari Traoré,ar ARG,Midfielder,,Serie A,25,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,0,0,0,0,0,0,0.04,0.04,0,0.04
749,Lucas Martínez Quarta,it ITA,Defender,,Serie A,33,1990,4,0,36,0.4,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,3,5,0,0,0,0,0,0.05,0.46,0.51,0.05,0.51
750,Edon Zhegrova,eng ENG,Forward,,Premier League,18,2005,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Boubakary Soumaré,pt POR,MiDefenderielder,, La Liga,22,2000,34,26,2303,25.6,1,1,2,1,0,0,8,0,1.1,1.1,0.5,1.6,16,93,32,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.06,0.04,0.06
1625,Lennard Maloney,eg EGY,Forward,Midfielder,Bundliga,24,1999,29,27,2301,25.6,12,6,18,10,2,2,7,0,11.6,10.1,4.4,14.5,88,60,165,0.47,0.23,0.7,0.39,0.63,0.46,0.17,0.63,0.39,0.57
2580,Abdoulaye Touré,be BEL,Defender,, Ligue 1,23,2000,28,27,2296,25.5,2,0,2,2,0,0,4,0,1.9,1.9,0.8,2.7,33,151,24,0.08,0,0.08,0.08,0.08,0.07,0.03,0.11,0.07,0.11
553,Robin Gosens,gq EQG,Defender,, La Liga,24,1999,30,26,2295,25.5,1,0,1,1,0,0,6,1,1.1,1.1,0,1.1,9,69,1,0.04,0,0.04,0.04,0.04,0.04,0,0.04,0.04,0.04
1038,Ozan Kabak,at AUT,Defender,Midfielder,Bundliga,27,1995,30,25,2295,25.5,1,6,7,1,0,0,8,0,1.2,1.2,1.7,2.9,32,152,22,0.04,0.24,0.27,0.04,0.27,0.05,0.07,0.12,0.05,0.12
2336,Damion Downs,es ESP,Defender,, La Liga,23,2000,33,25,2295,25.5,3,0,3,3,0,0,8,0,1,1,1.9,2.9,49,84,103,0.12,0,0.12,0.12,0.12,0.04,0.08,0.11,0.04,0.11
2093,Jean-Philippe Mateta,es ESP,Forward,, La Liga,30,1993,31,29,2294,25.5,9,1,10,9,0,0,4,0,7.4,7.4,3.9,11.3,90,80,175,0.35,0.04,0.39,0.35,0.39,0.29,0.15,0.44,0.29,0.44
758,Radu Drăgușin,ml MLI,Forward,,Ligue 1,21,2002,11,5,423,4.7,1,3,4,1,0,0,2,0,0.9,0.9,1.3,2.2,14,5,35,0.21,0.64,0.85,0.21,0.85,0.2,0.28,0.47,0.2,0.47
1413,Ashley Young,fr FRA,Forward,, Ligue 1,32,1991,29,27,2293,25.5,19,2,21,17,2,2,3,1,11.4,9.8,1.9,11.7,22,61,144,0.75,0.08,0.82,0.67,0.75,0.45,0.07,0.52,0.39,0.46
2630,Loïc Bade,ml MLI,Defender,, La Liga,31,1992,31,27,2292,25.5,0,2,2,0,0,0,7,0,0.5,0.5,1.5,2.1,49,129,83,0,0.08,0.08,0,0.08,0.02,0.06,0.08,0.02,0.08
1647,Giacomo Bonaventura,ar ARG,Defender,, Serie A,27,1996,29,26,2291,25.5,5,1,6,5,0,0,9,0,2.7,2.7,1.8,4.6,23,177,16,0.2,0.04,0.24,0.2,0.24,0.11,0.07,0.18,0.11,0.18
2834,Gian Marco Ferrari,xk KVX,Forward,, Ligue 1,24,1999,33,25,2288,25.4,6,6,12,6,0,0,3,1,6.2,6.2,6.2,12.4,110,90,322,0.24,0.24,0.47,0.24,0.47,0.24,0.24,0.49,0.24,0.49
2487,Leonardo Balerdi,fr FRA,MiDefenderielder,, La Liga,24,1999,28,26,2286,25.4,0,1,1,0,0,0,10,0,0,0,0.9,1,29,102,22,0,0.04,0.04,0,0.04,0,0.04,0.04,0,0.04
1587,Marcus Rashford,us USA,MiDefenderielder,,Bundliga,23,1999,29,27,2284,25.4,1,1,2,1,0,0,1,0,0.8,0.8,1.1,1.8,3,62,17,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07
2619,Alessandro Bastoni,gn GUI,MiDefenderielder,, Ligue 1,29,1994,30,27,2284,25.4,2,0,2,0,2,2,4,0,3,1.4,0.9,2.3,22,148,25,0.08,0,0.08,0,0,0.12,0.04,0.15,0.05,0.09
1019,Nico Williams,de GER,Defender,Midfielder,Bundliga,29,1994,30,27,2283,25.4,6,3,9,6,0,0,9,1,2.1,2.1,3,5.1,21,97,113,0.24,0.12,0.35,0.24,0.35,0.08,0.12,0.2,0.08,0.2
1274,Vincent Sierro,tr TUR,Defender,,Bundliga,23,2000,28,28,2282,25.4,4,0,4,4,0,0,11,1,2.2,2.2,1.1,3.3,21,110,11,0.16,0,0.16,0.16,0.16,0.09,0.04,0.13,0.09,0.13
768,Paul Dummett,us USA,Forward,Midfielder,de Bundesliga,19,2004,10,0,181,2,2,0,2,2,0,0,0,0,1,1,0,1,1,0,5,0.99,0,0.99,0.99,0.99,0.51,0,0.51,0.51,0.51
1660,Johan Gastien,fr FRA,Forward,, Premier League,26,1997,35,25,2282,25.4,16,5,21,14,2,2,3,0,10.9,9.4,3.1,12.5,29,25,135,0.63,0.2,0.83,0.55,0.75,0.43,0.12,0.56,0.37,0.49
770,Óscar de Marcos,ro ROU,Defender,,Premier League,21,2002,9,4,429,4.8,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,5,8,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03
2802,Matija Nastasić,eng ENG,Defender,Midfielder, Premier League,38,1985,31,27,2280,25.3,0,0,0,0,0,0,7,1,0.6,0.6,1.5,2.1,40,82,61,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08
177,Julien Duranville,fr FRA,Defender,, La Liga,23,2000,28,27,2277,25.3,0,1,1,0,0,0,5,1,0.9,0.9,0.5,1.3,15,76,3,0,0.04,0.04,0,0.04,0.04,0.02,0.05,0.04,0.05
335,Lamine Camara,it ITA,MiDefenderielder,, Serie A,33,1989,31,27,2277,25.3,8,3,11,8,0,1,6,0,5.7,4.4,3.6,8,60,140,107,0.32,0.12,0.43,0.32,0.43,0.22,0.14,0.36,0.18,0.32
1612,Alexander Isak,it ITA,Defender,, Serie A,31,1992,31,25,2272,25.2,1,0,1,1,0,0,4,0,1.6,1.6,0.3,1.9,32,148,7,0.04,0,0.04,0.04,0.04,0.06,0.01,0.07,0.06,0.07
200,Akor Adams,ar ARG,Defender,, Ligue 1,24,1999,27,26,2271,25.2,2,0,2,2,0,0,6,1,0.9,0.9,0.2,1,19,122,6,0.08,0,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04
2197,Josh Brownhill,eng ENG,Forward,, Premier League,25,1997,33,26,2271,25.2,7,2,9,5,2,2,2,0,7.4,5.8,2.3,8.1,95,65,184,0.28,0.08,0.36,0.2,0.28,0.29,0.09,0.38,0.23,0.32
234,George Earthy,it ITA,Defender,, Serie A,24,1999,28,28,2268,25.2,1,3,4,1,0,0,5,0,1.2,1.2,3.4,4.6,63,142,77,0.04,0.12,0.16,0.04,0.16,0.05,0.13,0.18,0.05,0.18
2769,Simon Ebonog,es ESP,Forward,, La Liga,21,2002,31,29,2263,25.1,5,11,16,5,0,0,6,1,6,6,5.7,11.7,143,66,302,0.2,0.44,0.64,0.2,0.64,0.24,0.22,0.46,0.24,0.46
2425,Jeremie Frimpong,ch SUI,MiDefenderielder,, Ligue 1,27,1995,30,25,2261,25.1,6,2,8,2,4,5,8,0,5.9,1.9,2.3,4.2,17,135,73,0.24,0.08,0.32,0.08,0.16,0.23,0.09,0.33,0.08,0.17
780,Enzo Ebosse,wls WAL,Defender,,Premier League,31,1991,5,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.11,0,0.11,0.11,0.11
957,Koen Casteels,fr FRA,MiDefenderielder,, Ligue 1,35,1988,28,28,2260,25.1,0,0,0,0,0,0,7,0,0.3,0.3,2.4,2.7,21,168,21,0,0,0,0,0,0.01,0.1,0.11,0.01,0.11
1613,Ritsu Doan,es ESP,Defender,, La Liga,34,1989,28,26,2258,25.1,1,5,6,1,0,0,5,0,0.6,0.6,3.1,3.7,51,143,125,0.04,0.2,0.24,0.04,0.24,0.03,0.12,0.15,0.03,0.15
1868,Yan Couto,rs SRB,Defender,, La Liga,30,1993,26,25,2258,25.1,2,0,2,2,0,0,8,0,1,1,0.6,1.6,11,64,4,0.08,0,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06
784,Julien Ponceau,be BEL,Forward,Midfielder,de Bundesliga,17,2006,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
432,Marcos Senesi,sn SEN,MiDefenderielder,, Ligue 1,19,2004,31,26,2255,25.1,1,4,5,1,0,1,3,0,2.2,1.4,3.3,4.7,23,97,69,0.04,0.16,0.2,0.04,0.2,0.09,0.13,0.22,0.06,0.19
